of documents 1 of 1
copy of the 2 3
copyright bennett coleman 3 1
copyright c georgetown 1 1
copyright c the 6 1
copyright christian science 2 1
copyright digital first 1 1
copyright emergency management 1 1
copyright independent print 1 3
copyright john fairfax 1 2
copyright km media 2 2
copyright medianews group 4 15
copyright newsquest media 1 1
copyright of documents 2 3
copyright the age 1 1
copyright the new 4 3
copyright washingtonpost newsweek 2 1
core of policing 1 1
core principles of 1 1
cornell duke fordham 1 1
cornell l rev 14 1
corner in the 2 1
corner out in 2 1
corners and block 1 2
correct n in 1 1
correlated with minority 1 1
correlates a comparison 1 1
correlation analysis began 1 1
correlation between the 3 1
correlational analysis n 1 1
correspondent section usa 1 1
corroborated exhibited sufficient 1 1
cortez u s 11 9
cost benefit analysis 5 2
cost effective approaches 1 1
cost effective solutions 1 1
cost effectiveness of 1 1
cost of living 1 1
cost savings of 1 1
cost to the 4 1
costly and therefore 1 1
costs as well 1 1
costs associated with 4 1
costs imposed on 2 1
costs of forecasting 1 1
costs of policing 2 1
costs of these 1 1
costs on the 1 2
could a computer 1 1
could also be 9 1
could also work 1 1
could and should 2 1
could apply the 3 1
could be a 5 2
could be achieved 1 1
could be analyzed 1 2
could be based 1 1
could be considered 1 2
could be easier 1 1
could be enough 1 1
could be further 1 2
could be given 1 2
could be justified 1 1
could be made 1 1
could be more 2 3
could be seen 4 1
could be the 2 3
could be used 18 3
could be useful 1 1
could become a 1 1
could end up 1 1
could even be 2 1
could have been 8 2
could have predicted 1 1
could help improve 1 1
could identify important 1 1
could imagine that 1 1
could include a 1 1
could just as 2 1
could lead to 5 7
could make the 5 1
could never be 1 1
could not answer 1 1
could not be 6 2
could not have 1 1
could not justify 1 1
could over time 1 1
could possibly be 2 1
could reduce the 1 1
could result in 8 1
could see a 1 1
could serve as 3 1
could soon be 3 3
could still be 2 1
could take to 1 1
could then be 2 2
could use the 1 2
counties and the 2 1
country n the 1 1
county law enforcement 1 1
county new jersey 1 3
county new york 1 1
county of los 2 1
county one of 2 2
county partnered with 1 1
county s jail 1 1
county sheriff s 9 29
county state and 1 2
couple of weeks 1 2
couple of years 2 1
courier profile all 1 1
courier profile n 1 1
course it is 1 1
course of a 1 3
course of action 8 4
course of business 1 1
course race and 1 1
course that the 1 1
course there are 2 1
court also rejected 1 1
court and in 1 1
court and the 5 5
court as a 1 4
court case law 1 1
court considering a 1 1
court does not 2 1
court explained that 2 1
court found no 1 1
court found that 5 4
court found the 4 2
court had previously 2 1
court has also 5 1
court has characterized 1 1
court has deemed 1 1
court has emphasized 1 2
court has held 6 4
court has hinted 1 1
court has instead 1 1
court has instructed 1 1
court has invoked 1 1
court has never 2 2
court has observed 1 1
court has permitted 1 1
court has recognized 5 2
court has repeatedly 2 1
court has stated 1 2
court has suggested 1 1
court held that 16 7
court in a 2 3
court in illinois 1 1
court in its 1 1
court in the 4 4
court judges and 1 3
court judges from 1 1
court may be 3 1
court might find 1 2
court must find 1 1
court n and 1 1
court n in 2 1
court n or 1 1
court n see 3 5
court n the 2 2
court nonetheless held 1 1
court noted that 8 1
court of appeals 3 6
court of nevada 1 1
court order n 4 1
court order or 1 1
court order requiring 1 1
court permitted the 1 1
court reality under 1 1
court reasoned that 3 1
court recognized a 1 1
court recognized that 3 2
court rejected a 2 1
court rejected the 3 3
court rhetoric versus 1 1
court ruled that 5 1
court s decision 11 2
court s decisions 4 1
court s findings 1 1
court s first 1 4
court s fourth 2 4
court s recent 1 2
court s recognition 1 2
court stated that 4 1
court the requisite 1 1
court upheld a 1 1
court upheld the 4 3
court were to 1 1
court will have 1 1
courtinnovation org research 1 4
courts and legislatures 5 1
courts and other 4 4
courts and political 1 1
courts and the 1 8
courts are generally 1 1
courts are often 1 2
courts communities and 1 1
courts do not 1 4
courts failure to 1 1
courts for example 1 2
courts for the 1 1
courts from the 1 1
courts have allowed 1 1
courts have already 1 1
courts have analyzed 1 1
courts have been 10 4
courts have found 2 1
courts have generally 1 1
courts have handled 1 1
courts have held 3 2
courts have not 3 1
courts have recognized 2 1
courts in their 1 1
courts may be 2 1
courts may take 1 1
courts more than 2 1
courts must look 1 1
courts n see 2 3
courts possibilities and 1 1
courts purport to 1 1
courts regarding the 1 1
courts see also 2 1
courts should consider 1 1
courts struggling to 1 1
courts will be 2 2
courts will need 5 1
courts will not 1 1
courts will soon 2 1
courts with an 1 1
courts would be 2 2
covered by the 2 1
crack down on 1 2
crackdowns on illegal 1 1
cracking down on 1 2
craig s lerner 2 1
craig timberg ellen 2 1
create a greater 6 1
create a map 1 1
create a reasonable 1 1
create a self 1 1
create mechanisms to 2 1
create probable cause 3 1
create reasonable suspicion 7 2
create the future 1 1
create the probability 1 1
created a culture 3 12
created and maintained 1 1
created by the 10 3
created so that 1 1
created the problem 1 3
creating a more 1 1
creating a software 1 1
creation of a 6 3
creation of the 5 3
creatures of habit 3 4
credibility to the 1 11
credit card companies 1 1
credit his assertion 1 1
crim just see 1 1
crim l criminology 31 7
crim l discussing 1 1
crim l n 4 5
crim l rev 14 10
crim l the 3 1
crime a multilevel 1 1
crime also does 1 1
crime an updated 2 1
crime analysis and 5 2
crime analysis into 1 1
crime analysts and 2 4
crime analysts in 1 1
crime and are 3 1
crime and arrests 2 1
crime and courts 7 1
crime and crime 2 1
crime and disorder 9 5
crime and drug 1 1
crime and in 2 1
crime and incarceration 1 1
crime and inequality 1 1
crime and its 2 1
crime and more 2 1
crime and police 1 1
crime and policing 3 1
crime and public 1 1
crime and punishment 2 8
crime and respond 1 2
crime and social 2 1
crime and that 2 2
crime and the 15 2
crime and then 2 1
crime and thus 1 1
crime and urban 1 1
crime are usually 1 1
crime area a 1 1
crime area and 6 6
crime area as 2 2
crime area designation 4 5
crime area in 2 5
crime area is 3 1
crime area it 1 1
crime area label 7 1
crime area n 12 10
crime area question 4 3
crime area was 1 1
crime area without 2 1
crime areas and 5 2
crime areas based 4 1
crime areas geo 2 1
crime areas hastings 4 2
crime areas in 5 4
crime areas n 6 4
crime areas the 2 2
crime areas there 1 1
crime as an 1 1
crime as they 1 1
crime as well 2 3
crime at a 3 1
crime at all 1 1
crime based on 2 3
crime before it 18 13
crime but also 2 4
crime but instead 1 1
crime but it 1 1
crime by increasing 1 1
crime concentrations n 1 1
crime control and 7 5
crime control benefits 8 1
crime control in 2 1
crime control should 2 1
crime correlates a 1 1
crime d ed 1 1
crime data and 8 10
crime data are 2 1
crime data for 1 4
crime data from 2 1
crime data is 1 4
crime data n 4 1
crime data that 2 2
crime data to 6 7
crime databases to 1 1
crime decline methodological 1 1
crime delinq discussing 1 1
crime does not 1 1
crime during the 3 1
crime event occurs 1 1
crime fighting approach 1 1
crime fighting model 1 1
crime fighting s 1 1
crime fighting strategies 1 1
crime fightings next 1 1
crime for example 1 2
crime for instance 2 1
crime for which 2 1
crime forecasting in 6 2
crime forecasting just 1 1
crime from happening 2 1
crime generators for 1 1
crime happening today 1 1
crime has been 4 2
crime has occurred 2 1
crime hot spots 9 25
crime how the 3 1
crime if the 1 1
crime in a 8 11
crime in america 1 3
crime in an 2 1
crime in both 1 1
crime in fact 4 1
crime in high 3 2
crime in its 1 1
crime in l 1 1
crime in new 6 3
crime in our 3 1
crime in progress 1 1
crime in real 1 1
crime in specific 2 1
crime in the 28 16
crime in their 2 1
crime in this 2 1
crime independent london 1 1
crime innovative strategies 1 1
crime int l 1 1
crime is an 1 1
crime is committed 2 2
crime is concentrated 1 1
crime is down 1 1
crime is included 1 1
crime is likely 18 7
crime is more 5 1
crime is most 1 1
crime is recorded 1 1
crime is reported 1 2
crime is still 1 1
crime is that 1 1
crime is the 1 1
crime it is 9 2
crime it s 1 1
crime it would 1 1
crime j am 2 1
crime l a 3 1
crime levels in 1 11
crime load date 1 1
crime mapping and 6 5
crime mapping has 1 1
crime mapping is 2 4
crime mapping software 1 2
crime mapping technologies 1 4
crime might occur 1 1
crime more effectively 1 1
crime n a 1 1
crime n as 2 3
crime n but 3 1
crime n by 1 1
crime n for 6 1
crime n however 1 1
crime n id 3 2
crime n in 5 4
crime n or 2 1
crime n see 9 7
crime n the 7 2
crime n these 1 1
crime n this 1 2
crime n to 2 1
crime n y 10 5
crime new york 1 1
crime occurring in 1 1
crime of domestic 1 1
crime on the 3 3
crime over the 2 2
crime pass co 1 1
crime pass constitutional 2 1
crime patterns and 6 4
crime patterns from 1 1
crime patterns in 5 2
crime patterns is 2 1
crime patterns n 3 1
crime predicting software 4 1
crime prediction and 1 2
crime prediction models 2 1
crime prevention and 2 2
crime prevention efforts 2 1
crime prevention n 1 1
crime prevention software 2 1
crime prevention strategy 1 1
crime prevention without 1 1
crime principle and 1 1
crime problem in 2 1
crime problem is 2 1
crime problem then 1 1
crime proc nat 1 1
crime property crime 1 1
crime publication type 2 2
crime rate in 4 4
crime rate n 4 3
crime rate than 1 3
crime rates a 1 1
crime rates and 3 4
crime rates began 2 2
crime rates but 3 1
crime rates by 1 2
crime rates have 2 1
crime rates in 6 3
crime rates insiders 2 1
crime rates the 3 2
crime rates will 1 1
crime rather than 1 4
crime reduction is 2 1
crime related data 1 1
crime reporting re 1 1
crime reporting review 1 1
crime reports and 5 1
crime security j 1 1
crime see also 2 1
crime should it 1 1
crime statistics and 1 4
crime statistics are 1 2
crime such as 3 3
crime suggests that 1 1
crime suppression strategies 1 1
crime tend to 1 1
crime that the 1 1
crime the dallas 1 1
crime the department 1 1
crime the person 1 1
crime there is 1 1
crime this is 1 4
crime to a 1 2
crime to occur 1 4
crime to the 1 3
crime transformed american 3 1
crime trends n 1 2
crime type and 3 2
crime when it 1 2
crime will be 3 2
crime will occur 6 9
crime with data 2 3
crimefighting sanjose com 1 1
crimes against children 2 1
crimes and arrests 2 1
crimes and the 1 1
crimes and violent 1 1
crimes are committed 1 1
crimes are likely 2 9
crimes are most 3 8
crimes are not 1 1
crimes associated with 1 2
crimes before they 2 6
crimes but also 1 1
crimes but instead 1 1
crimes committed by 4 2
crimes have been 5 2
crimes in a 1 1
crimes in certain 1 2
crimes in the 8 4
crimes n and 3 1
crimes n as 1 1
crimes n however 1 1
crimes n in 3 1
crimes n see 4 1
crimes n the 2 2
crimes occurring in 2 1
crimes of the 2 2
crimes on the 3 1
crimes or gang 1 1
crimes such as 9 12
crimes tend to 2 1
crimes that are 2 5
crimes that have 1 2
crimes that occur 1 1
crimes that police 1 1
crimes that they 2 1
crimes that were 2 1
crimes the future 2 1
crimes the program 1 1
crimes they might 2 2
crimes unrelated to 1 1
crimes using new 1 1
crimes with predictive 1 1
criminal activities in 1 2
criminal activities n 2 2
criminal activity a 2 1
criminal activity and 11 4
criminal activity are 4 1
criminal activity at 2 2
criminal activity based 3 2
criminal activity from 1 1
criminal activity id 2 1
criminal activity in 9 7
criminal activity is 18 3
criminal activity it 3 1
criminal activity may 9 7
criminal activity n 32 28
criminal activity of 3 1
criminal activity on 1 1
criminal activity or 4 3
criminal activity standing 1 1
criminal activity the 12 1
criminal activity this 1 5
criminal activity to 5 1
criminal activity when 1 1
criminal activity while 1 2
criminal activity will 2 2
criminal activity would 1 2
criminal acts n 1 1
criminal and civil 2 2
criminal and the 1 1
criminal behavior by 3 2
criminal behavior n 2 1
criminal case to 2 1
criminal charges in 3 1
criminal charges n 1 1
criminal conduct as 1 2
criminal conduct is 1 1
criminal convictions and 1 1
criminal court in 2 1
criminal court n 16 2
criminal court reform 1 1
criminal courts and 1 14
criminal courts are 1 8
criminal courts for 1 2
criminal courts to 1 6
criminal def lawyers 2 3
criminal defense attorney 1 1
criminal history and 4 1
criminal history category 1 1
criminal history is 1 1
criminal history score 1 1
criminal history to 1 1
criminal investigation n 2 1
criminal investigation process 2 1
criminal investigation the 1 1
criminal investigations and 4 1
criminal justice a 1 2
criminal justice agencies 1 2
criminal justice and 2 7
criminal justice at 1 3
criminal justice databases 2 1
criminal justice harv 1 1
criminal justice in 5 1
criminal justice involvement 2 1
criminal justice n 2 1
criminal justice policies 1 1
criminal justice policy 2 1
criminal justice practice 3 1
criminal justice purpose 2 1
criminal justice reform 6 3
criminal justice see 1 1
criminal justice spending 2 1
criminal justice system 171 86
criminal justice systems 4 13
criminal justice the 2 2
criminal law and 9 16
criminal law context 1 3
criminal law enforcement 3 6
criminal law harv 2 1
criminal law is 2 6
criminal law n 3 5
criminal law procedurecriminal 1 3
criminal law professor 1 11
criminal law reform 1 24
criminal law scholar 2 2
criminal law scholarship 1 1
criminal law system 1 2
criminal law that 3 1
criminal law the 4 1
criminal law with 1 2
criminal procedure a 1 1
criminal procedure geo 1 1
criminal procedure j 2 1
criminal prosecution n 1 1
criminal record and 1 2
criminal record of 1 1
criminals before they 1 2
criminals in the 3 3
criminological evidence on 1 1
criminological theory and 1 1
criminology and criminal 5 2
